batch_i,episode_len,loss,value_loss,policy_loss,kl_divergence,lr_multiplier,win_ratio,win_count,loss_count,tie_count
202,13,2.844276189804077,0.23790207505226135,2.6063740253448486,0.020951673,0.2962962962962963,,,,
203,43,2.927212715148926,0.20524202287197113,2.721970796585083,0.019015914,0.2962962962962963,,,,
204,19,2.820444107055664,0.23442122340202332,2.5860228538513184,0.030254122,0.2962962962962963,,,,
205,48,2.9487762451171875,0.3573092520236969,2.5914669036865234,0.032692216,0.2962962962962963,,,,
206,27,3.0708959102630615,0.4094787538051605,2.661417245864868,0.032254256,0.2962962962962963,,,,
207,11,2.9272735118865967,0.3241787850856781,2.6030948162078857,0.020690631,0.2962962962962963,,,,
208,12,2.900921106338501,0.3948507606983185,2.506070375442505,0.027650375,0.2962962962962963,,,,
209,9,2.8216047286987305,0.3033859431743622,2.518218755722046,0.027043836,0.2962962962962963,,,,
210,11,2.8772778511047363,0.2977201044559479,2.5795576572418213,0.017672753,0.2962962962962963,,,,
211,15,2.875765562057495,0.2856128215789795,2.5901527404785156,0.021872293,0.2962962962962963,,,,
212,21,2.8403537273406982,0.27915963530540466,2.5611941814422607,0.025876299,0.2962962962962963,,,,
213,11,2.9542012214660645,0.2821691334247589,2.672032117843628,0.020174816,0.2962962962962963,,,,
214,17,2.8512487411499023,0.2691671848297119,2.5820815563201904,0.018438507,0.2962962962962963,,,,
215,11,2.926095962524414,0.33915627002716064,2.586939811706543,0.022686958,0.2962962962962963,,,,
216,43,2.9429709911346436,0.28328633308410645,2.659684658050537,0.043837126,0.19753086419753085,,,,
217,19,2.889350414276123,0.2870946228504181,2.6022558212280273,0.022794105,0.19753086419753085,,,,
218,9,2.8422646522521973,0.2946021854877472,2.5476624965667725,0.023512647,0.19753086419753085,,,,
219,11,2.8085553646087646,0.2818808853626251,2.526674509048462,0.02015742,0.19753086419753085,,,,
220,11,2.9155638217926025,0.31000393629074097,2.605559825897217,0.016485367,0.19753086419753085,,,,
221,15,2.8087668418884277,0.3036518692970276,2.505115032196045,0.014458462,0.19753086419753085,,,,
222,18,2.8774428367614746,0.31791603565216064,2.5595269203186035,0.013406485,0.19753086419753085,,,,
223,13,2.7813832759857178,0.2466985583305359,2.534684658050537,0.015001032,0.19753086419753085,,,,
224,23,2.769629955291748,0.2115427851676941,2.558087110519409,0.0149205085,0.19753086419753085,,,,
225,15,2.8311514854431152,0.32270801067352295,2.5084433555603027,0.014660476,0.19753086419753085,,,,
226,15,2.801326036453247,0.28490668535232544,2.5164194107055664,0.016794566,0.19753086419753085,,,,
227,11,2.940416097640991,0.30193719267845154,2.638478994369507,0.01622162,0.19753086419753085,,,,
228,13,2.7988767623901367,0.3222423493862152,2.4766345024108887,0.013225121,0.19753086419753085,,,,
229,23,2.757042646408081,0.24965454638004303,2.507388114929199,0.013930884,0.19753086419753085,,,,
230,9,2.6969690322875977,0.20605099201202393,2.4909181594848633,0.008215034,0.2962962962962963,,,,
231,9,2.7034249305725098,0.177114799618721,2.5263102054595947,0.025094628,0.2962962962962963,,,,
232,9,2.659499406814575,0.2326682060956955,2.4268312454223633,0.033128027,0.2962962962962963,,,,
233,9,2.7238659858703613,0.215410053730011,2.508455991744995,0.038507767,0.2962962962962963,,,,
234,11,2.741615056991577,0.18882040679454803,2.5527946949005127,0.026545309,0.2962962962962963,,,,
235,17,2.698728561401367,0.20121414959430695,2.497514486312866,0.025542581,0.2962962962962963,,,,
236,11,2.754152774810791,0.2348327934741974,2.519320011138916,0.031786177,0.2962962962962963,,,,
237,14,2.744318723678589,0.2249334752559662,2.51938533782959,0.026136272,0.2962962962962963,,,,
238,11,2.7077395915985107,0.23650436103343964,2.4712352752685547,0.03025879,0.2962962962962963,,,,
239,17,2.735041379928589,0.22986088693141937,2.505180597305298,0.0219349,0.2962962962962963,,,,
240,19,2.6718382835388184,0.24204805493354797,2.4297902584075928,0.022364471,0.2962962962962963,,,,
241,17,2.587045192718506,0.18676941096782684,2.400275707244873,0.026696093,0.2962962962962963,,,,
242,13,2.550158977508545,0.19918154180049896,2.3509774208068848,0.023094907,0.2962962962962963,,,,
243,57,2.6605985164642334,0.13121746480464935,2.529381036758423,0.015143255,0.2962962962962963,,,,
244,13,2.4539122581481934,0.1160932257771492,2.3378190994262695,0.032437515,0.2962962962962963,,,,
245,16,2.689257860183716,0.20397768914699554,2.4852802753448486,0.023265291,0.2962962962962963,,,,
246,11,2.745239496231079,0.2184765636920929,2.5267629623413086,0.025302647,0.2962962962962963,,,,
247,13,2.646397829055786,0.16319593787193298,2.4832019805908203,0.023364685,0.2962962962962963,,,,
248,17,2.712785005569458,0.18113914132118225,2.5316457748413086,0.024777722,0.2962962962962963,,,,
249,15,2.6437642574310303,0.16768845915794373,2.4760758876800537,0.03585428,0.2962962962962963,,,,
250,13,2.6418614387512207,0.22173023223876953,2.420131206512451,0.02247917,0.2962962962962963,,,,
251,21,2.6505041122436523,0.19544407725334167,2.4550600051879883,0.036886778,0.2962962962962963,,,,
252,15,2.724921226501465,0.2061224728822708,2.518798828125,0.021925636,0.2962962962962963,,,,
253,11,2.6719415187835693,0.2183392494916916,2.4536023139953613,0.026785575,0.2962962962962963,,,,
254,9,2.620723247528076,0.13584432005882263,2.4848790168762207,0.026302798,0.2962962962962963,,,,
255,14,2.6494250297546387,0.223036989569664,2.4263880252838135,0.025745459,0.2962962962962963,,,,
256,13,2.498300790786743,0.21226876974105835,2.28603196144104,0.031217508,0.2962962962962963,,,,
257,11,2.6080760955810547,0.2232620120048523,2.3848140239715576,0.033909522,0.2962962962962963,,,,
258,9,2.6682093143463135,0.19460001587867737,2.473609209060669,0.03313425,0.2962962962962963,,,,
259,16,2.777210235595703,0.25921210646629333,2.517998218536377,0.01888587,0.2962962962962963,,,,
260,15,2.570992946624756,0.21884050965309143,2.3521523475646973,0.0298753,0.2962962962962963,,,,
261,33,2.62795090675354,0.21178647875785828,2.4161643981933594,0.0458388,0.19753086419753085,,,,
262,13,2.588005304336548,0.19906561076641083,2.388939619064331,0.01902582,0.19753086419753085,,,,
263,11,2.5703508853912354,0.21925000846385956,2.3511009216308594,0.023253387,0.19753086419753085,,,,
264,19,2.6271212100982666,0.18332438170909882,2.4437968730926514,0.021267153,0.19753086419753085,,,,
265,11,2.7264726161956787,0.27747470140457153,2.448997974395752,0.026416298,0.19753086419753085,,,,
266,9,2.6236953735351562,0.1897502988576889,2.4339451789855957,0.018764816,0.19753086419753085,,,,
267,12,2.6229465007781982,0.2197963297367096,2.4031500816345215,0.01725914,0.19753086419753085,,,,
268,20,2.6566505432128906,0.2914493680000305,2.365201234817505,0.020490125,0.19753086419753085,,,,
269,15,2.609882354736328,0.25855502486228943,2.351327419281006,0.021206059,0.19753086419753085,,,,
270,18,2.698889970779419,0.3163307011127472,2.382559299468994,0.018227767,0.19753086419753085,,,,
271,10,2.6438584327697754,0.2565234899520874,2.3873348236083984,0.019560909,0.19753086419753085,,,,
272,16,2.773214817047119,0.32176631689071655,2.451448440551758,0.015828446,0.19753086419753085,,,,
273,13,2.73388671875,0.3187742829322815,2.4151124954223633,0.017401583,0.19753086419753085,,,,
274,14,2.739420175552368,0.22586914896965027,2.5135509967803955,0.012975365,0.19753086419753085,,,,
275,12,2.749019145965576,0.34725096821784973,2.401768207550049,0.016068565,0.19753086419753085,,,,
276,11,2.7130751609802246,0.32190850377082825,2.3911666870117188,0.0174086,0.19753086419753085,,,,
277,10,2.729825735092163,0.34756216406822205,2.382263660430908,0.024962151,0.19753086419753085,,,,
278,19,2.7687530517578125,0.3078412115573883,2.460911750793457,0.0237156,0.19753086419753085,,,,
279,18,2.7723820209503174,0.3750830590724945,2.39729905128479,0.021105137,0.19753086419753085,,,,
280,13,2.669999361038208,0.3098527491092682,2.3601465225219727,0.01311475,0.19753086419753085,,,,
281,24,2.752319097518921,0.42293453216552734,2.3293845653533936,0.018351607,0.19753086419753085,,,,
282,24,2.5822041034698486,0.30105313658714294,2.281151056289673,0.017922102,0.19753086419753085,,,,
283,23,2.6703341007232666,0.2957023084163666,2.374631881713867,0.022637784,0.19753086419753085,,,,
284,17,2.6671509742736816,0.3420320153236389,2.3251190185546875,0.019079078,0.19753086419753085,,,,
285,9,2.7061848640441895,0.3565031588077545,2.3496816158294678,0.02010589,0.19753086419753085,,,,
286,13,2.700713872909546,0.3487134277820587,2.3520004749298096,0.026038172,0.19753086419753085,,,,
