batch_i,episode_len,loss,value_loss,policy_loss,kl_divergence,lr_multiplier,win_ratio,win_count,loss_count,tie_count
1276,26,2.112465143203736,0.3693731427192688,1.7430919408798218,0.014578028,0.1316872427983539,,,,
1277,36,2.1367411613464355,0.4045346975326538,1.7322064638137815,0.02154119,0.1316872427983539,,,,
1278,36,2.1236989498138428,0.4182201027870178,1.7054787874221802,0.008815129,0.1975308641975308,,,,
1279,20,2.101284980773926,0.370868444442749,1.7304165363311768,0.028203504,0.1975308641975308,,,,
1280,36,2.0791478157043457,0.3463650941848755,1.7327827215194702,0.039088964,0.1975308641975308,,,,
1281,31,2.127251625061035,0.3782781362533569,1.7489736080169678,0.03178978,0.1975308641975308,,,,
1282,36,2.072570562362671,0.3364349603652954,1.7361356019973757,0.03597009,0.1975308641975308,,,,
1283,36,2.000365734100342,0.3199684023857116,1.680397391319275,0.032364324,0.1975308641975308,,,,
1284,36,2.0554842948913574,0.3609026074409485,1.6945816278457642,0.03324105,0.1975308641975308,,,,
1285,36,2.0954461097717285,0.3602504432201385,1.7351957559585571,0.022958098,0.1975308641975308,,,,
1286,36,2.069448709487915,0.3520982265472412,1.7173504829406738,0.02673798,0.1975308641975308,,,,
1287,18,1.9580907821655276,0.2941977381706238,1.6638929843902588,0.048689943,0.1316872427983539,,,,
1288,17,1.998276948928833,0.3283496797084808,1.6699272394180298,0.025177594,0.1316872427983539,,,,
1289,19,1.964383125305176,0.2923610210418701,1.6720221042633057,0.03000037,0.1316872427983539,,,,
1290,34,2.190122604370117,0.4459797739982605,1.7441428899765017,0.032748103,0.1316872427983539,,,,
1291,16,2.101175546646118,0.3735811412334442,1.7275943756103516,0.027242307,0.1316872427983539,,,,
1292,16,2.1100409030914307,0.3858859837055206,1.7241549491882324,0.024263665,0.1316872427983539,,,,
1293,36,2.1364917755126958,0.4030097126960754,1.7334821224212646,0.020300498,0.1316872427983539,,,,
1294,36,2.018017053604126,0.367516428232193,1.6505006551742554,0.021913284,0.1316872427983539,,,,
1295,24,2.086780548095703,0.31866455078125,1.7681158781051636,0.027709462,0.1316872427983539,,,,
1296,15,2.0644116401672363,0.3521413803100586,1.7122701406478882,0.018306907,0.1316872427983539,,,,
1297,16,2.069241523742676,0.3716087639331817,1.6976327896118164,0.019072892,0.1316872427983539,,,,
1298,20,2.0640227794647217,0.3410480320453644,1.7229747772216797,0.015527268,0.1316872427983539,,,,
1299,32,2.067533493041992,0.3254557847976684,1.7420778274536133,0.017997868,0.1316872427983539,,,,
1300,30,2.079352378845215,0.3815066218376159,1.697845697402954,0.01907953,0.1316872427983539,,,,
1301,11,2.103931665420532,0.3649501204490661,1.7389816045761108,0.01989106,0.1316872427983539,,,,
1302,36,2.033508777618408,0.3395525217056274,1.6939563751220703,0.021448147,0.1316872427983539,,,,
1303,15,2.0388355255126958,0.3275180459022522,1.711317539215088,0.027077157,0.1316872427983539,,,,
1304,36,2.0327088832855225,0.3369859755039215,1.6957228183746338,0.022960462,0.1316872427983539,,,,
1305,16,2.034798622131348,0.362999826669693,1.6717987060546875,0.031079113,0.1316872427983539,,,,
1306,22,2.0663845539093018,0.3683250546455383,1.6980595588684082,0.028815227,0.1316872427983539,,,,
1307,20,2.0259768962860107,0.3297320008277893,1.6962449550628662,0.0169998,0.1316872427983539,,,,
1308,28,2.0463085174560547,0.3342117667198181,1.7120966911315918,0.022424791,0.1316872427983539,,,,
1309,15,2.090718507766724,0.367916464805603,1.7228020429611206,0.028234525,0.1316872427983539,,,,
1310,14,2.0484468936920166,0.3599968552589416,1.6884500980377195,0.03395864,0.1316872427983539,,,,
1311,36,1.994659423828125,0.3371735513210296,1.657485842704773,0.032014653,0.1316872427983539,,,,
1312,36,2.001908302307129,0.2987852990627289,1.7031230926513672,0.02359787,0.1316872427983539,,,,
1313,19,2.0945703983306885,0.3756200075149536,1.7189503908157349,0.026209371,0.1316872427983539,,,,
1314,36,2.0601160526275635,0.3721467852592468,1.687969207763672,0.028050637,0.1316872427983539,,,,
1315,36,2.075523614883423,0.3717918395996094,1.7037317752838137,0.025141032,0.1316872427983539,,,,
1316,36,2.02624249458313,0.3318617939949035,1.6943806409835815,0.029412163,0.1316872427983539,,,,
1317,27,2.112028121948242,0.3776423931121826,1.73438560962677,0.020810304,0.1316872427983539,,,,
1318,36,2.095476627349853,0.3475024700164795,1.7479742765426636,0.01645491,0.1316872427983539,,,,
1319,30,2.034740686416626,0.3305674195289612,1.70417320728302,0.021137653,0.1316872427983539,,,,
1320,36,2.038243293762207,0.3343448638916015,1.703898310661316,0.014820442,0.1316872427983539,,,,
1321,36,1.9702650308609009,0.2947515249252319,1.675513505935669,0.023098841,0.1316872427983539,,,,
1322,36,1.942719578742981,0.2810521125793457,1.6616674661636353,0.015347759,0.1316872427983539,,,,
1323,12,2.0330049991607666,0.3402343392372131,1.6927707195281982,0.020383662,0.1316872427983539,,,,
1324,36,1.9401482343673704,0.2648551166057586,1.6752930879592896,0.015969612,0.1316872427983539,,,,
1325,28,1.9929001331329343,0.2824502289295196,1.7104499340057373,0.02018379,0.1316872427983539,,,,
1326,19,2.009496688842773,0.3514201641082763,1.6580766439437866,0.01776294,0.1316872427983539,,,,
1327,21,2.059699296951294,0.3622483909130096,1.6974509954452517,0.019653007,0.1316872427983539,,,,
1328,23,2.0496411323547363,0.3447537422180176,1.7048873901367188,0.016743235,0.1316872427983539,,,,
1329,36,2.026531457901001,0.3365476727485657,1.68998384475708,0.034650818,0.1316872427983539,,,,
1330,19,2.096902370452881,0.428077757358551,1.668824553489685,0.0158581,0.1316872427983539,,,,
1331,36,2.072723388671875,0.3644730746746063,1.7082504034042358,0.015548763,0.1316872427983539,,,,
1332,29,2.0080275535583496,0.3620253801345825,1.6460020542144775,0.018349374,0.1316872427983539,,,,
1333,36,2.063847541809082,0.3781200647354126,1.6857274770736694,0.024168443,0.1316872427983539,,,,
1334,20,2.020009994506836,0.3909912109375,1.6290189027786257,0.02789252,0.1316872427983539,,,,
1335,14,2.1225786209106445,0.3964453935623169,1.7261332273483276,0.02352101,0.1316872427983539,,,,
1336,19,2.0215325355529785,0.3629144430160522,1.6586180925369265,0.022502718,0.1316872427983539,,,,
1337,36,1.9838238954544067,0.3325182497501373,1.6513056755065918,0.026907813,0.1316872427983539,,,,
1338,28,2.0130770206451416,0.3758125901222229,1.637264370918274,0.018623404,0.1316872427983539,,,,
1339,28,2.004864454269409,0.378204196691513,1.6266602277755735,0.014831947,0.1316872427983539,,,,
1340,36,2.0529613494873047,0.3665790557861328,1.6863824129104614,0.019476399,0.1316872427983539,,,,
1341,17,2.069542646408081,0.3849493563175201,1.6845932006835938,0.023481943,0.1316872427983539,,,,
1342,15,2.017962455749512,0.3912617564201355,1.626700758934021,0.020161025,0.1316872427983539,,,,
1343,19,2.03786563873291,0.3705414533615112,1.6673240661621094,0.02080156,0.1316872427983539,,,,
1344,18,2.0098726749420166,0.3865208625793457,1.623351812362671,0.027178869,0.1316872427983539,,,,
1345,36,1.9946634769439695,0.352270245552063,1.6423932313919067,0.029599722,0.1316872427983539,,,,
1346,36,1.9859590530395508,0.3507441878318786,1.635214924812317,0.0368632,0.1316872427983539,,,,
1347,36,2.024428606033325,0.3769308030605316,1.6474978923797607,0.047511213,0.0877914951989026,,,,
1348,16,2.018648147583008,0.36330246925354,1.6553456783294678,0.017175147,0.0877914951989026,,,,
1349,36,1.9608163833618164,0.3635204136371612,1.5972959995269775,0.019507535,0.0877914951989026,,,,
1350,15,1.91598916053772,0.3485080599784851,1.5674810409545898,0.026457539,0.0877914951989026,,,,
1351,16,1.9949140548706052,0.3638346791267395,1.6310794353485107,0.009403285,0.1316872427983539,,,,
1352,36,1.9979628324508667,0.3585306704044342,1.6394321918487549,0.027993683,0.1316872427983539,,,,
1353,19,1.9804891347885127,0.3495145142078399,1.6309746503829956,0.02676434,0.1316872427983539,,,,
1354,36,1.9609853029251096,0.3084593117237091,1.6525260210037231,0.020998068,0.1316872427983539,,,,
1355,36,1.8974099159240725,0.3018417954444885,1.5955681800842283,0.018301608,0.1316872427983539,,,,
1356,36,1.9058172702789309,0.2898148894309997,1.6160024404525757,0.02018762,0.1316872427983539,,,,
1357,15,1.9524686336517332,0.3174376189708709,1.63503098487854,0.025227547,0.1316872427983539,,,,
1358,36,1.883939504623413,0.2822693288326263,1.6016701459884644,0.01936221,0.1316872427983539,,,,
1359,28,1.9647626876831052,0.3338741660118103,1.6308884620666504,0.019890126,0.1316872427983539,,,,
1360,18,1.9107341766357424,0.3372181951999664,1.573516011238098,0.01817056,0.1316872427983539,,,,
1361,13,1.8792551755905151,0.3289684057235718,1.5502867698669434,0.018361688,0.1316872427983539,,,,
1362,25,1.9008375406265257,0.28497514128685,1.6158623695373535,0.015414448,0.1316872427983539,,,,
1363,20,1.9042116403579712,0.3248495161533355,1.579362154006958,0.019069761,0.1316872427983539,,,,
1364,36,1.95771598815918,0.3509372472763061,1.6067787408828735,0.012192957,0.1316872427983539,,,,
1365,36,1.946153998374939,0.3596736192703247,1.5864803791046145,0.02338105,0.1316872427983539,,,,
1366,17,1.96118426322937,0.3503950834274292,1.610789179801941,0.024480239,0.1316872427983539,,,,
1367,35,2.00425124168396,0.3466125130653381,1.6576387882232666,0.021812089,0.1316872427983539,,,,
1368,15,1.9337005615234373,0.3800558447837829,1.553644776344299,0.019938856,0.1316872427983539,,,,
1369,36,1.9733169078826904,0.3632540106773376,1.610062837600708,0.012547275,0.1316872427983539,,,,
1370,36,2.01175594329834,0.3668852746486664,1.6448707580566406,0.022724576,0.1316872427983539,,,,
1371,17,1.9868626594543457,0.3414570987224579,1.6454055309295654,0.013531027,0.1316872427983539,,,,
1372,36,1.9757401943206787,0.3861312866210937,1.589608907699585,0.013788712,0.1316872427983539,,,,
1373,36,1.9290531873703003,0.327873557806015,1.601179599761963,0.01590277,0.1316872427983539,,,,
1374,36,1.944164991378784,0.3290799260139465,1.6150850057601929,0.02107209,0.1316872427983539,,,,
1375,19,1.9348645210266116,0.3185746073722839,1.6162899732589722,0.018908553,0.1316872427983539,,,,
1376,16,1.989023208618164,0.3516540229320526,1.637369155883789,0.012876563,0.1316872427983539,,,,
1377,23,1.9479060173034668,0.3484365344047546,1.599469542503357,0.015623439,0.1316872427983539,,,,
1378,15,1.961398124694824,0.3198285102844238,1.6415696144104004,0.017660985,0.1316872427983539,,,,
1379,23,1.989917278289795,0.3710158765316009,1.6189013719558716,0.021947626,0.1316872427983539,,,,
1380,36,1.9690394401550293,0.3325631022453308,1.6364762783050537,0.024811741,0.1316872427983539,,,,
1381,11,1.9658632278442385,0.3285012543201446,1.637362003326416,0.029233668,0.1316872427983539,,,,
1382,11,1.9379379749298096,0.3379890024662018,1.5999490022659302,0.016875021,0.1316872427983539,,,,
1383,33,1.996964812278748,0.3550767004489898,1.64188814163208,0.01855757,0.1316872427983539,,,,
1384,17,1.9415937662124636,0.3211354911327362,1.6204582452774048,0.020483546,0.1316872427983539,,,,
1385,18,1.9990090131759644,0.3543355166912079,1.644673466682434,0.023371588,0.1316872427983539,,,,
1386,36,1.9429781436920168,0.3373941779136657,1.605583906173706,0.01784712,0.1316872427983539,,,,
1387,36,1.894938349723816,0.2895949184894562,1.605343461036682,0.018733483,0.1316872427983539,,,,
1388,36,1.913217544555664,0.3125924170017242,1.6006251573562622,0.021995192,0.1316872427983539,,,,
1389,36,1.884589910507202,0.3126552700996399,1.571934700012207,0.024895797,0.1316872427983539,,,,
1390,14,1.9082839488983157,0.3032083511352539,1.6050755977630615,0.022755455,0.1316872427983539,,,,
1391,11,1.917009115219116,0.2874049246311188,1.6296042203903198,0.015029012,0.1316872427983539,,,,
1392,12,1.9166438579559328,0.2955056130886078,1.6211382150650024,0.021510696,0.1316872427983539,,,,
1393,36,1.9244475364685056,0.305630624294281,1.61881685256958,0.01772477,0.1316872427983539,,,,
1394,36,1.9275915622711184,0.2802627682685852,1.6473287343978882,0.029639171,0.1316872427983539,,,,
1395,21,1.9537410736083984,0.3257502913475036,1.6279908418655396,0.024593504,0.1316872427983539,,,,
1396,20,1.9252859354019165,0.3238850831985473,1.6014008522033691,0.03418091,0.1316872427983539,,,,
1397,36,1.875007152557373,0.2794042229652405,1.5956029891967771,0.028815607,0.1316872427983539,,,,
1398,27,1.9663283824920652,0.3076931238174438,1.6586352586746216,0.025301758,0.1316872427983539,,,,
1399,36,1.941011428833008,0.294995367527008,1.6460161209106443,0.024579395,0.1316872427983539,,,,
1400,20,1.966005802154541,0.3237224221229553,1.6422834396362305,0.01661672,0.1316872427983539,0.6,2.0,0.0,8.0
1401,21,1.9334357976913448,0.3183660209178924,1.6150697469711304,0.025612526,0.1316872427983539,,,,
1402,22,1.99085533618927,0.3380788266658783,1.6527764797210691,0.029509187,0.1316872427983539,,,,
1403,36,1.992052435874939,0.3538635671138763,1.6381888389587402,0.035506446,0.1316872427983539,,,,
1404,11,2.0640182495117188,0.3767696917057037,1.687248468399048,0.035830095,0.1316872427983539,,,,
1405,36,1.962809920310974,0.3191276788711548,1.6436822414398191,0.033121392,0.1316872427983539,,,,
1406,15,1.971882939338684,0.3448007106781006,1.6270822286605835,0.022350429,0.1316872427983539,,,,
1407,36,1.960201621055603,0.3197949826717376,1.640406608581543,0.021072753,0.1316872427983539,,,,
1408,36,1.9737310409545896,0.306189477443695,1.66754150390625,0.018258933,0.1316872427983539,,,,
1409,36,1.980551838874817,0.2933006286621094,1.6872512102127075,0.026034297,0.1316872427983539,,,,
1410,26,1.9056979417800903,0.299654483795166,1.6060434579849243,0.027522843,0.1316872427983539,,,,
1411,20,1.97491192817688,0.3118412792682647,1.6630706787109375,0.023249276,0.1316872427983539,,,,
1412,17,1.941166400909424,0.3041895031929016,1.6369768381118774,0.020046622,0.1316872427983539,,,,
1413,16,2.043826103210449,0.3602413535118103,1.683584690093994,0.02193873,0.1316872427983539,,,,
1414,36,1.896806001663208,0.309516578912735,1.5872894525527954,0.018255845,0.1316872427983539,,,,
1415,36,1.910555362701416,0.2993446588516235,1.6112107038497925,0.017164715,0.1316872427983539,,,,
1416,36,1.8934478759765625,0.2832449674606323,1.6102029085159302,0.01152716,0.1316872427983539,,,,
1417,29,1.9947185516357424,0.3387117981910705,1.6560068130493164,0.01423049,0.1316872427983539,,,,
1418,36,1.9898631572723389,0.3189801871776581,1.6708829402923584,0.017115988,0.1316872427983539,,,,
1419,20,1.868283987045288,0.2724163234233856,1.59586763381958,0.021032922,0.1316872427983539,,,,
1420,26,1.9999630451202397,0.3595619201660156,1.6404011249542236,0.014304504,0.1316872427983539,,,,
1421,21,2.0194454193115234,0.3325121104717254,1.6869332790374756,0.021275047,0.1316872427983539,,,,
1422,36,1.998872756958008,0.3448409736156463,1.654031753540039,0.027566621,0.1316872427983539,,,,
1423,36,1.941112995147705,0.32099649310112,1.6201164722442627,0.024437796,0.1316872427983539,,,,
1424,25,1.913765549659729,0.3205447196960449,1.593220829963684,0.017714,0.1316872427983539,,,,
1425,20,1.930428147315979,0.3445099592208862,1.5859181880950928,0.01684007,0.1316872427983539,,,,
1426,36,1.8851946592330933,0.293482631444931,1.5917119979858398,0.017700523,0.1316872427983539,,,,
1427,36,1.8847635984420776,0.2983736991882324,1.5863898992538452,0.019566987,0.1316872427983539,,,,
1428,25,1.9190248250961304,0.3089831173419952,1.6100417375564575,0.015744869,0.1316872427983539,,,,
1429,32,1.9405535459518437,0.2995755672454834,1.64097797870636,0.01572829,0.1316872427983539,,,,
1430,36,2.007680177688598,0.3289195597171783,1.6787605285644531,0.020577224,0.1316872427983539,,,,
1431,36,1.9392647743225095,0.2960633635520935,1.643201470375061,0.014914732,0.1316872427983539,,,,
1432,14,1.9181687831878664,0.3079397082328796,1.6102290153503418,0.020806737,0.1316872427983539,,,,
1433,36,1.966050624847412,0.3218268752098083,1.644223690032959,0.012465786,0.1316872427983539,,,,
1434,36,1.9829990863800049,0.3233219087123871,1.6596771478652954,0.023069236,0.1316872427983539,,,,
1435,34,1.8971911668777464,0.3170863687992096,1.5801048278808594,0.030377302,0.1316872427983539,,,,
1436,27,1.8991820812225344,0.3133209347724914,1.5858612060546875,0.020753654,0.1316872427983539,,,,
1437,12,1.9306737184524536,0.3371956348419189,1.593478083610535,0.017697688,0.1316872427983539,,,,
1438,36,1.9595537185668943,0.3544057011604309,1.6051480770111084,0.023511369,0.1316872427983539,,,,
1439,36,1.9614927768707275,0.3402389883995056,1.6212538480758667,0.014712844,0.1316872427983539,,,,
1440,9,1.9681391716003416,0.3182429671287536,1.6498961448669434,0.01500847,0.1316872427983539,,,,
1441,36,1.9389252662658687,0.323053628206253,1.6158716678619385,0.017490657,0.1316872427983539,,,,
1442,36,1.851279020309448,0.2761059403419494,1.5751731395721436,0.012047788,0.1316872427983539,,,,
1443,21,1.879853367805481,0.3069815635681152,1.5728718042373655,0.0216908,0.1316872427983539,,,,
1444,36,1.9776257276535036,0.3580196797847748,1.6196060180664062,0.019167561,0.1316872427983539,,,,
1445,36,1.93850839138031,0.3249699175357818,1.6135385036468506,0.022385046,0.1316872427983539,,,,
1446,26,1.940758228302002,0.362076461315155,1.5786818265914917,0.022853406,0.1316872427983539,,,,
1447,16,1.89692485332489,0.3166845142841339,1.5802403688430786,0.019545676,0.1316872427983539,,,,
1448,12,1.9823215007781985,0.3260138630867004,1.6563076972961426,0.01678221,0.1316872427983539,,,,
1449,36,1.9118648767471316,0.3357983529567718,1.576066493988037,0.020897713,0.1316872427983539,,,,
1450,27,1.955532789230347,0.3579458594322204,1.597586989402771,0.028320737,0.1316872427983539,,,,
1451,36,1.9588291645050049,0.3556267619132995,1.6032023429870603,0.017545005,0.1316872427983539,,,,
1452,30,1.9889503717422483,0.4024449586868286,1.58650541305542,0.028226309,0.1316872427983539,,,,
1453,23,1.9654855728149412,0.3598040342330932,1.605681538581848,0.022832768,0.1316872427983539,,,,
1454,18,2.0144810676574707,0.3532929420471191,1.6611881256103516,0.015502877,0.1316872427983539,,,,
1455,17,2.0032687187194824,0.3976353704929352,1.60563325881958,0.013013918,0.1316872427983539,,,,
1456,36,1.9646117687225344,0.3491787314414978,1.6154329776763916,0.01573848,0.1316872427983539,,,,
1457,36,1.9721825122833248,0.3597373068332672,1.6124452352523804,0.020083535,0.1316872427983539,,,,
1458,21,1.9699549674987795,0.3503761887550354,1.619578838348389,0.018123703,0.1316872427983539,,,,
1459,36,1.999836802482605,0.3706556260585785,1.629181146621704,0.019782033,0.1316872427983539,,,,
1460,21,1.992664456367493,0.3878921568393707,1.6047723293304443,0.020306513,0.1316872427983539,,,,
1461,18,1.9761288166046145,0.3729426860809326,1.6031861305236816,0.031438366,0.1316872427983539,,,,
1462,14,2.0090038776397705,0.383859634399414,1.6251442432403564,0.026556473,0.1316872427983539,,,,
1463,36,1.9649536609649656,0.3557855486869812,1.6091681718826294,0.025022997,0.1316872427983539,,,,
1464,36,1.9434211254119875,0.3470425605773926,1.5963785648345947,0.01824492,0.1316872427983539,,,,
1465,36,1.9178086519241333,0.3129112720489502,1.604897379875183,0.014128387,0.1316872427983539,,,,
1466,25,1.9582014083862305,0.3474754393100738,1.610725998878479,0.013729424,0.1316872427983539,,,,
1467,25,1.9999210834503172,0.3735716640949249,1.6263494491577148,0.019979982,0.1316872427983539,,,,
1468,12,1.986820936203003,0.3538547158241272,1.632966160774231,0.018562838,0.1316872427983539,,,,
1469,36,1.880685329437256,0.2975413203239441,1.583143949508667,0.026607774,0.1316872427983539,,,,
1470,36,1.903316020965576,0.3155464231967926,1.587769627571106,0.019031413,0.1316872427983539,,,,
1471,13,1.9138422012329104,0.3379759192466736,1.5758663415908811,0.029939827,0.1316872427983539,,,,
1472,30,1.9447360038757324,0.3621849715709686,1.5825510025024414,0.03357486,0.1316872427983539,,,,
1473,13,1.9018945693969729,0.333766758441925,1.5681278705596924,0.017659828,0.1316872427983539,,,,
1474,36,1.968989610671997,0.3410926163196563,1.627897024154663,0.023640975,0.1316872427983539,,,,
1475,36,1.9638758897781368,0.3551381826400757,1.6087377071380615,0.021161735,0.1316872427983539,,,,
1476,36,1.9326813220977783,0.3268220126628876,1.6058592796325684,0.024452144,0.1316872427983539,,,,
1477,36,1.951498031616211,0.382976233959198,1.5685217380523682,0.021832269,0.1316872427983539,,,,
1478,15,1.90190863609314,0.3102101385593414,1.5916985273361206,0.022605136,0.1316872427983539,,,,
1479,36,1.863847732543945,0.3277294635772705,1.5361182689666748,0.02239237,0.1316872427983539,,,,
1480,36,1.8857425451278689,0.3255847692489624,1.5601577758789062,0.02897052,0.1316872427983539,,,,
1481,36,1.8397760391235352,0.2782822847366333,1.561493754386902,0.027473684,0.1316872427983539,,,,
1482,36,1.890421152114868,0.3176785409450531,1.572742581367493,0.021339163,0.1316872427983539,,,,
1483,15,1.8884789943695068,0.3275843262672424,1.5608947277069092,0.020837614,0.1316872427983539,,,,
1484,15,1.8478481769561768,0.3049463033676147,1.542901873588562,0.02905095,0.1316872427983539,,,,
1485,36,1.8852660655975344,0.3363716006278991,1.5488945245742798,0.030238148,0.1316872427983539,,,,
1486,15,1.767212152481079,0.291023701429367,1.4761884212493896,0.014467146,0.1316872427983539,,,,
1487,22,1.8422527313232424,0.3155273795127868,1.5267254114151,0.020359807,0.1316872427983539,,,,
1488,18,1.9058669805526731,0.3751166760921478,1.5307502746582031,0.021836484,0.1316872427983539,,,,
1489,36,1.9330899715423584,0.3429014384746551,1.5901885032653809,0.022633554,0.1316872427983539,,,,
1490,36,1.893144965171814,0.3115805685520172,1.5815644264221191,0.028014163,0.1316872427983539,,,,
1491,36,1.9158084392547607,0.3159157633781433,1.5998927354812622,0.026901303,0.1316872427983539,,,,
1492,24,1.892246127128601,0.3031763732433319,1.5890697240829468,0.02755884,0.1316872427983539,,,,
1493,15,1.8328663110733032,0.3065105974674225,1.5263557434082031,0.02917851,0.1316872427983539,,,,
1494,14,1.8263356685638428,0.2922818064689636,1.534053921699524,0.039452832,0.1316872427983539,,,,
1495,27,1.8974182605743408,0.3537514209747314,1.5436668395996094,0.028063038,0.1316872427983539,,,,
1496,36,1.8005858659744265,0.3158755004405975,1.4847103357315063,0.027850412,0.1316872427983539,,,,
1497,17,1.7804116010665894,0.2996108531951904,1.480800747871399,0.029574199,0.1316872427983539,,,,
1498,11,1.8127473592758176,0.3130167722702026,1.4997305870056152,0.021633973,0.1316872427983539,,,,
1499,36,1.8543673753738403,0.3061995208263397,1.5481678247451782,0.028725713,0.1316872427983539,,,,
1500,36,1.775619387626648,0.2520054578781128,1.5236139297485352,0.02622442,0.1316872427983539,,,,
1501,14,1.801459789276123,0.2677835822105407,1.5336761474609375,0.02166082,0.1316872427983539,,,,
1502,36,1.7830747365951538,0.2821045219898224,1.5009702444076538,0.031271912,0.1316872427983539,,,,
1503,36,1.7991738319396973,0.2828309535980224,1.5163428783416748,0.020448843,0.1316872427983539,,,,
1504,36,1.764476656913757,0.2677426636219024,1.4967340230941772,0.022175258,0.1316872427983539,,,,
1505,27,1.7268075942993164,0.2468421310186386,1.4799654483795166,0.018546544,0.1316872427983539,,,,
1506,36,1.756830811500549,0.2532269060611725,1.5036039352416992,0.017905025,0.1316872427983539,,,,
1507,14,1.7982511520385742,0.2705691456794739,1.5276819467544556,0.017948646,0.1316872427983539,,,,
1508,10,1.7365763187408447,0.2478572130203247,1.48871910572052,0.017433312,0.1316872427983539,,,,
1509,13,1.736278772354126,0.257260262966156,1.4790184497833252,0.019288968,0.1316872427983539,,,,
1510,36,1.7865055799484253,0.2705439329147339,1.5159616470336914,0.019049669,0.1316872427983539,,,,
1511,13,1.7942397594451904,0.2537667751312256,1.5404729843139648,0.026768101,0.1316872427983539,,,,
1512,22,1.7969374656677246,0.2996183931827545,1.4973191022872925,0.026755111,0.1316872427983539,,,,
1513,36,1.7551484107971191,0.2544318437576294,1.5007165670394895,0.020636246,0.1316872427983539,,,,
1514,36,1.7212573289871216,0.2616292536258697,1.4596281051635742,0.023022234,0.1316872427983539,,,,
1515,36,1.747937560081482,0.2810057699680328,1.4669318199157717,0.022137778,0.1316872427983539,,,,
1516,23,1.75334370136261,0.2855789363384247,1.4677647352218628,0.019757722,0.1316872427983539,,,,
1517,19,1.774559497833252,0.2899665534496307,1.4845929145812988,0.025857486,0.1316872427983539,,,,
1518,36,1.713539719581604,0.2299428135156631,1.483596920967102,0.01913746,0.1316872427983539,,,,
1519,36,1.7274491786956787,0.2524283230304718,1.4750208854675293,0.024022028,0.1316872427983539,,,,
1520,13,1.7598117589950562,0.2282726019620895,1.5315392017364502,0.022195335,0.1316872427983539,,,,
1521,24,1.7327592372894287,0.2796871066093445,1.4530720710754397,0.01684044,0.1316872427983539,,,,
1522,14,1.714716553688049,0.2479216605424881,1.4667948484420776,0.01841323,0.1316872427983539,,,,
1523,36,1.7173783779144287,0.2493856549263,1.4679927825927734,0.017103631,0.1316872427983539,,,,
1524,36,1.776970148086548,0.2857294678688049,1.491240620613098,0.021385683,0.1316872427983539,,,,
1525,36,1.7551848888397217,0.2759525775909424,1.4792323112487793,0.021858256,0.1316872427983539,,,,
1526,36,1.670238971710205,0.2338909655809402,1.4363479614257812,0.017236512,0.1316872427983539,,,,
1527,10,1.774681568145752,0.2632039189338684,1.5114777088165283,0.020784337,0.1316872427983539,,,,
1528,36,1.750561237335205,0.281613290309906,1.4689480066299438,0.02022919,0.1316872427983539,,,,
1529,12,1.72852623462677,0.2624005377292633,1.466125726699829,0.027123157,0.1316872427983539,,,,
1530,18,1.763828992843628,0.2936117947101593,1.470217227935791,0.019490246,0.1316872427983539,,,,
1531,36,1.724451184272766,0.2788101136684418,1.445641040802002,0.020440312,0.1316872427983539,,,,
1532,36,1.7216641902923584,0.2598554491996765,1.461808681488037,0.023431238,0.1316872427983539,,,,
1533,36,1.717971920967102,0.2497431933879852,1.4682286977767944,0.015026892,0.1316872427983539,,,,
1534,36,1.71356999874115,0.2493155896663665,1.464254379272461,0.018086452,0.1316872427983539,,,,
1535,36,1.7669007778167725,0.2573038339614868,1.5095969438552856,0.018996071,0.1316872427983539,,,,
1536,20,1.698805809020996,0.2648529708385467,1.433952808380127,0.028084248,0.1316872427983539,,,,
1537,19,1.6656254529953003,0.2491458654403686,1.4164795875549316,0.019150496,0.1316872427983539,,,,
1538,36,1.6990399360656738,0.259719580411911,1.4393203258514404,0.016388971,0.1316872427983539,,,,
1539,36,1.7425122261047363,0.2287457138299942,1.513766527175903,0.026862908,0.1316872427983539,,,,
1540,29,1.7115215063095093,0.2584110498428345,1.4531104564666748,0.017722027,0.1316872427983539,,,,
1541,36,1.6799246072769165,0.212838813662529,1.467085838317871,0.01530506,0.1316872427983539,,,,
1542,36,1.6497306823730469,0.193902313709259,1.455828309059143,0.015081808,0.1316872427983539,,,,
1543,36,1.630035400390625,0.1996287703514099,1.43040668964386,0.011976962,0.1316872427983539,,,,
1544,20,1.701931715011597,0.2095386385917663,1.4923930168151855,0.017440997,0.1316872427983539,,,,
1545,36,1.6736268997192385,0.22543865442276,1.4481881856918335,0.021164898,0.1316872427983539,,,,
1546,24,1.6396894454956057,0.2045806795358657,1.4351087808609009,0.024085235,0.1316872427983539,,,,
1547,36,1.7048882246017456,0.2298363596200943,1.4750518798828125,0.015641535,0.1316872427983539,,,,
1548,36,1.6887338161468506,0.1979065537452697,1.4908273220062256,0.020780176,0.1316872427983539,,,,
1549,36,1.6814175844192505,0.1946992129087448,1.4867184162139893,0.015107777,0.1316872427983539,,,,
1550,9,1.708690881729126,0.2384756803512573,1.4702152013778689,0.022903826,0.1316872427983539,,,,
1551,20,1.6323959827423096,0.1943909525871276,1.438004970550537,0.015973367,0.1316872427983539,,,,
1552,14,1.6708794832229614,0.1913448721170425,1.47953462600708,0.022969346,0.1316872427983539,,,,
