batch_i,episode_len,loss,value_loss,policy_loss,kl_divergence,lr_multiplier,win_ratio,win_count,loss_count,tie_count
442,36,2.4635,0.4473,2.0161,0.0102,0.13,,,,
443,36,2.349,0.4368,1.9122,0.0174,0.13,,,,
444,25,2.446,0.5033,1.9427,0.0196,0.13,,,,
445,12,2.4569,0.5138,1.9431,0.0196,0.13,,,,
446,12,2.4034,0.4983,1.9051,0.0156,0.13,,,,
447,36,2.4076,0.4837,1.924,0.0138,0.13,,,,
448,13,2.4927,0.4871,2.0057,0.0152,0.13,,,,
449,36,2.397,0.465,1.932,0.011,0.13,,,,
450,11,2.3908,0.4949,1.8959,0.0138,0.13,,,,
451,36,2.3273,0.4315,1.8958,0.0163,0.13,,,,
452,13,2.3086,0.4266,1.882,0.0146,0.13,,,,
453,36,2.2685,0.392,1.8765,0.0195,0.13,,,,
454,14,2.2746,0.364,1.9107,0.0138,0.13,,,,
455,12,2.332,0.423,1.909,0.0182,0.13,,,,
456,36,2.2877,0.3662,1.9215,0.0184,0.13,,,,
457,18,2.2474,0.3846,1.8628,0.0126,0.13,,,,
458,26,2.2848,0.3767,1.9081,0.021,0.13,,,,
459,20,2.3328,0.4104,1.9224,0.026,0.13,,,,
460,28,2.245,0.3769,1.8681,0.0223,0.13,,,,
461,36,2.2566,0.3831,1.8735,0.0222,0.13,,,,
462,11,2.2906,0.4034,1.8871,0.0146,0.13,,,,
463,33,2.348,0.4228,1.9252,0.0221,0.13,,,,
464,19,2.2591,0.4101,1.849,0.0259,0.13,,,,
465,12,2.3165,0.411,1.9055,0.0272,0.13,,,,
466,15,2.2837,0.4093,1.8745,0.0177,0.13,,,,
467,25,2.3248,0.4411,1.8837,0.0213,0.13,,,,
468,36,2.2899,0.4055,1.8844,0.0181,0.13,,,,
469,20,2.3364,0.4739,1.8625,0.0118,0.13,,,,
470,22,2.2447,0.4272,1.8174,0.017,0.13,,,,
471,20,2.2823,0.3898,1.8925,0.0118,0.13,,,,
472,34,2.3,0.437,1.863,0.0217,0.13,,,,
473,19,2.2956,0.4333,1.8623,0.0252,0.13,,,,
474,36,2.2672,0.3959,1.8713,0.0184,0.13,,,,
475,14,2.3201,0.4322,1.8879,0.0273,0.13,,,,
476,22,2.3093,0.4556,1.8537,0.0269,0.13,,,,
477,26,2.309,0.3902,1.9188,0.0204,0.13,,,,
478,24,2.2362,0.3753,1.8609,0.0158,0.13,,,,
479,16,2.2777,0.3996,1.8781,0.0184,0.13,,,,
480,14,2.2881,0.4116,1.8765,0.0242,0.13,,,,
481,22,2.2278,0.3777,1.8501,0.0274,0.13,,,,
482,15,2.2337,0.3863,1.8474,0.0273,0.13,,,,
483,9,2.3326,0.4313,1.9013,0.0278,0.13,,,,
484,10,2.2316,0.3692,1.8624,0.0202,0.13,,,,
485,26,2.3059,0.4045,1.9015,0.0189,0.13,,,,
486,36,2.2689,0.3922,1.8767,0.016,0.13,,,,
487,15,2.2544,0.4093,1.8451,0.0123,0.13,,,,
488,14,2.2969,0.4054,1.8915,0.0165,0.13,,,,
489,13,2.2577,0.405,1.8527,0.0202,0.13,,,,
490,18,2.284,0.4182,1.8658,0.0142,0.13,,,,
491,17,2.3196,0.4517,1.8679,0.019,0.13,,,,
492,26,2.3054,0.4192,1.8861,0.0134,0.13,,,,
493,24,2.2749,0.4134,1.8615,0.0167,0.13,,,,
494,36,2.1979,0.3399,1.858,0.0206,0.13,,,,
495,18,2.3356,0.4256,1.91,0.0164,0.13,,,,
496,20,2.1665,0.3214,1.8452,0.0225,0.13,,,,
497,21,2.2072,0.3904,1.8168,0.0211,0.13,,,,
498,36,2.2788,0.3814,1.8974,0.0245,0.13,,,,
499,17,2.2574,0.3912,1.8662,0.02,0.13,,,,
500,22,2.2913,0.3937,1.8976,0.0285,0.13,,,,
501,21,2.2595,0.4173,1.8422,0.0174,0.13,,,,
502,14,2.2499,0.3573,1.8927,0.0159,0.13,,,,
503,33,2.2629,0.3981,1.8648,0.0187,0.13,,,,
504,17,2.2378,0.4148,1.823,0.0081,0.2,,,,
505,23,2.3384,0.4473,1.8911,0.0339,0.2,,,,
506,30,2.2958,0.4048,1.891,0.0448,0.13,,,,
507,25,2.3362,0.4546,1.8816,0.0214,0.13,,,,
508,36,2.3584,0.485,1.8734,0.0194,0.13,,,,
509,36,2.3123,0.4318,1.8805,0.012,0.13,,,,
510,17,2.3888,0.484,1.9048,0.0121,0.13,,,,
511,26,2.3762,0.4504,1.9258,0.0202,0.13,,,,
512,17,2.3056,0.4166,1.889,0.0137,0.13,,,,
513,12,2.358,0.4573,1.9008,0.0192,0.13,,,,
514,36,2.347,0.4658,1.8812,0.0204,0.13,,,,
515,36,2.3424,0.4763,1.8662,0.021,0.13,,,,
516,17,2.3283,0.4792,1.8491,0.0291,0.13,,,,
517,17,2.3067,0.4318,1.8749,0.0193,0.13,,,,
518,14,2.3543,0.4598,1.8944,0.0242,0.13,,,,
519,23,2.2979,0.4251,1.8728,0.0247,0.13,,,,
520,27,2.3259,0.4495,1.8764,0.0242,0.13,,,,
521,23,2.2545,0.3953,1.8592,0.0257,0.13,,,,
522,36,2.3423,0.4484,1.8939,0.0173,0.13,,,,
523,36,2.4018,0.4871,1.9147,0.0227,0.13,,,,
524,18,2.3269,0.4447,1.8822,0.0215,0.13,,,,
525,36,2.3231,0.4571,1.866,0.018,0.13,,,,
526,36,2.3135,0.4157,1.8978,0.0198,0.13,,,,
527,36,2.2707,0.3552,1.9155,0.0318,0.13,,,,
528,15,2.3324,0.4317,1.9007,0.0299,0.13,,,,
529,36,2.253,0.3683,1.8847,0.0297,0.13,,,,
530,20,2.2895,0.3715,1.918,0.0315,0.13,,,,
531,9,2.2118,0.3815,1.8303,0.0225,0.13,,,,
532,28,2.2936,0.3864,1.9073,0.0213,0.13,,,,
533,36,2.2434,0.3627,1.8807,0.0311,0.13,,,,
534,36,2.1516,0.3293,1.8223,0.0255,0.13,,,,
535,19,2.2499,0.3685,1.8814,0.0242,0.13,,,,
536,36,2.2193,0.351,1.8683,0.0232,0.13,,,,
537,12,2.2082,0.4003,1.8079,0.0448,0.09,,,,
538,16,2.2824,0.3831,1.8993,0.023,0.09,,,,
539,18,2.2214,0.3802,1.8411,0.0129,0.09,,,,
540,18,2.2881,0.4122,1.876,0.01,0.09,,,,
541,15,2.2952,0.4179,1.8774,0.0145,0.09,,,,
542,36,2.1744,0.3344,1.84,0.0142,0.09,,,,
543,19,2.2746,0.4057,1.8689,0.0115,0.09,,,,
544,11,2.2342,0.3984,1.8357,0.0105,0.09,,,,
545,14,2.199,0.3592,1.8398,0.0093,0.13,,,,
546,20,2.2502,0.4037,1.8465,0.0168,0.13,,,,
547,19,2.3515,0.4543,1.8972,0.0239,0.13,,,,
548,19,2.2939,0.4318,1.8621,0.0465,0.09,,,,
549,24,2.3074,0.4509,1.8565,0.0161,0.09,,,,
550,31,2.2927,0.44,1.8527,0.0108,0.09,,,,
551,14,2.3304,0.4676,1.8628,0.0156,0.09,,,,
552,15,2.2785,0.4305,1.848,0.0042,0.13,,,,
553,36,2.3019,0.439,1.8628,0.0227,0.13,,,,
554,24,2.2209,0.3929,1.8281,0.0191,0.13,,,,
555,19,2.2754,0.4256,1.8498,0.0174,0.13,,,,
556,36,2.2915,0.4384,1.8531,0.0222,0.13,,,,
557,22,2.2864,0.396,1.8904,0.0205,0.13,,,,
558,13,2.2582,0.3638,1.8943,0.0172,0.13,,,,
559,15,2.2506,0.3813,1.8693,0.0134,0.13,,,,
560,28,2.2895,0.3938,1.8957,0.0153,0.13,,,,
561,16,2.3112,0.4609,1.8503,0.0137,0.13,,,,
562,25,2.3064,0.431,1.8753,0.0139,0.13,,,,
563,15,2.2809,0.4022,1.8787,0.0191,0.13,,,,
564,36,2.3392,0.4644,1.8748,0.0132,0.13,,,,
565,12,2.265,0.4157,1.8493,0.018,0.13,,,,
566,36,2.206,0.374,1.8321,0.0138,0.13,,,,
567,36,2.2482,0.3905,1.8577,0.0193,0.13,,,,
568,29,2.2616,0.3886,1.873,0.0121,0.13,,,,
569,22,2.3489,0.4452,1.9038,0.0193,0.13,,,,
570,20,2.2864,0.4482,1.8382,0.016,0.13,,,,
571,13,2.3245,0.4513,1.8732,0.0111,0.13,,,,
572,26,2.2831,0.4586,1.8244,0.0163,0.13,,,,
573,11,2.2564,0.417,1.8394,0.0215,0.13,,,,
574,21,2.3126,0.4297,1.8829,0.0167,0.13,,,,
575,19,2.3876,0.4978,1.8898,0.0114,0.13,,,,
576,16,2.3219,0.4603,1.8617,0.0176,0.13,,,,
577,12,2.3016,0.4473,1.8543,0.0114,0.13,,,,
578,23,2.3718,0.4775,1.8943,0.0199,0.13,,,,
579,22,2.3766,0.4869,1.8898,0.016,0.13,,,,
580,21,2.3166,0.5,1.8165,0.0181,0.13,,,,
581,36,2.2921,0.449,1.843,0.0155,0.13,,,,
582,29,2.3241,0.4943,1.8299,0.0196,0.13,,,,
583,36,2.3465,0.4927,1.8538,0.0201,0.13,,,,
584,32,2.3609,0.4976,1.8634,0.0205,0.13,,,,
585,20,2.3701,0.524,1.8461,0.0192,0.13,,,,
586,13,2.4474,0.5864,1.861,0.0153,0.13,,,,
587,11,2.3723,0.529,1.8434,0.0258,0.13,,,,
588,17,2.3929,0.5179,1.875,0.0254,0.13,,,,
589,36,2.3105,0.4797,1.8308,0.0291,0.13,,,,
590,21,2.4095,0.5423,1.8671,0.0218,0.13,,,,
591,12,2.3314,0.5088,1.8227,0.0251,0.13,,,,
592,32,2.3913,0.5467,1.8446,0.0238,0.13,,,,
593,11,2.4454,0.5882,1.8573,0.0298,0.13,,,,
594,36,2.3548,0.5199,1.8348,0.0276,0.13,,,,
595,36,2.3929,0.5051,1.8877,0.0265,0.13,,,,
596,15,2.3412,0.5179,1.8233,0.0165,0.13,,,,
597,21,2.3648,0.5103,1.8545,0.021,0.13,,,,
598,27,2.3233,0.4944,1.8289,0.0159,0.13,,,,
599,36,2.3339,0.5033,1.8306,0.0211,0.13,,,,
600,27,2.4296,0.5451,1.8845,0.0251,0.13,,,,
601,14,2.349,0.5222,1.8269,0.0261,0.13,,,,
602,36,2.3331,0.4987,1.8344,0.0298,0.13,,,,
603,13,2.3475,0.5194,1.8281,0.0293,0.13,,,,
604,14,2.3579,0.5042,1.8538,0.0315,0.13,,,,
605,24,2.4023,0.5375,1.8648,0.0248,0.13,,,,
606,14,2.3855,0.5043,1.8811,0.0206,0.13,,,,
607,16,2.3272,0.4862,1.841,0.0177,0.13,,,,
608,18,2.3204,0.5009,1.8195,0.029,0.13,,,,
609,27,2.343,0.5123,1.8307,0.017,0.13,,,,
610,36,2.3514,0.5271,1.8243,0.0204,0.13,,,,
611,10,2.3475,0.5216,1.8259,0.0146,0.13,,,,
612,16,2.4006,0.5305,1.8702,0.0196,0.13,,,,
613,18,2.3631,0.5162,1.847,0.0236,0.13,,,,
614,17,2.3467,0.5422,1.8045,0.0193,0.13,,,,
615,26,2.3551,0.5377,1.8174,0.0261,0.13,,,,
616,11,2.2867,0.4921,1.7947,0.0313,0.13,,,,
617,34,2.2973,0.5275,1.7698,0.0211,0.13,,,,
618,36,2.3713,0.5223,1.8491,0.0259,0.13,,,,
619,36,2.3294,0.5208,1.8085,0.0267,0.13,,,,
620,28,2.3278,0.5005,1.8273,0.0166,0.13,,,,
621,16,2.3888,0.5371,1.8516,0.0253,0.13,,,,
622,12,2.3185,0.5135,1.805,0.0218,0.13,,,,
623,18,2.3202,0.5157,1.8044,0.0166,0.13,,,,
624,16,2.3608,0.5325,1.8283,0.0215,0.13,,,,
625,14,2.3259,0.5018,1.8241,0.014,0.13,,,,
626,18,2.3526,0.559,1.7936,0.0236,0.13,,,,
627,17,2.4287,0.5567,1.872,0.0266,0.13,,,,
628,36,2.3423,0.5179,1.8244,0.0211,0.13,,,,
629,36,2.3105,0.4893,1.8212,0.0239,0.13,,,,
630,36,2.2951,0.4673,1.8278,0.0172,0.13,,,,
631,11,2.2411,0.4336,1.8075,0.0222,0.13,,,,
632,36,2.2049,0.4165,1.7885,0.0266,0.13,,,,
633,13,2.2145,0.4369,1.7776,0.0174,0.13,,,,
634,20,2.2282,0.4501,1.7781,0.0274,0.13,,,,
635,21,2.3044,0.4588,1.8456,0.0143,0.13,,,,
636,14,2.2631,0.4483,1.8148,0.0243,0.13,,,,
637,36,2.2909,0.4515,1.8393,0.0229,0.13,,,,
638,18,2.2669,0.4503,1.8166,0.036,0.13,,,,
639,36,2.2762,0.4524,1.8238,0.019,0.13,,,,
640,36,2.2462,0.4443,1.8019,0.0265,0.13,,,,
641,36,2.2454,0.3853,1.8601,0.0244,0.13,,,,
642,25,2.199,0.4292,1.7698,0.0266,0.13,,,,
643,36,2.1749,0.3623,1.8125,0.0242,0.13,,,,
644,18,2.1926,0.3446,1.848,0.0159,0.13,,,,
645,22,2.208,0.3864,1.8216,0.016,0.13,,,,
646,25,2.2423,0.3997,1.8426,0.0211,0.13,,,,
647,14,2.2096,0.3562,1.8534,0.0289,0.13,,,,
648,36,2.2015,0.3673,1.8343,0.023,0.13,,,,
649,21,2.2337,0.3991,1.8347,0.0167,0.13,,,,
650,15,2.307,0.4656,1.8415,0.0187,0.13,,,,
651,21,2.2759,0.4426,1.8333,0.0206,0.13,,,,
652,36,2.2643,0.4393,1.8249,0.0209,0.13,,,,
653,36,2.2523,0.4238,1.8285,0.0201,0.13,,,,
654,25,2.2156,0.3944,1.8212,0.0181,0.13,,,,
655,23,2.2761,0.4446,1.8314,0.0192,0.13,,,,
656,10,2.2488,0.4093,1.8395,0.0316,0.13,,,,
657,13,2.1649,0.3926,1.7722,0.0272,0.13,,,,
658,21,2.1947,0.3716,1.8231,0.0326,0.13,,,,
659,36,2.2132,0.3725,1.8407,0.0245,0.13,,,,
660,14,2.2107,0.3643,1.8465,0.0208,0.13,,,,
661,36,2.1433,0.3843,1.759,0.0156,0.13,,,,
662,36,2.1962,0.3645,1.8316,0.0186,0.13,,,,
663,36,2.1618,0.3806,1.7813,0.0153,0.13,,,,
664,14,2.1959,0.3894,1.8065,0.0129,0.13,,,,
665,36,2.1438,0.3411,1.8028,0.0191,0.13,,,,
666,14,2.1451,0.3566,1.7885,0.017,0.13,,,,
667,11,2.1259,0.3541,1.7719,0.0222,0.13,,,,
668,36,2.1127,0.3625,1.7502,0.0317,0.13,,,,
669,15,2.2171,0.3779,1.8392,0.0235,0.13,,,,
670,36,2.1655,0.3572,1.8083,0.0287,0.13,,,,
671,36,2.1802,0.3525,1.8277,0.0203,0.13,,,,
672,17,2.1426,0.337,1.8056,0.0357,0.13,,,,
673,36,2.1458,0.3271,1.8187,0.0263,0.13,,,,
674,36,2.1489,0.329,1.8199,0.0311,0.13,,,,
675,27,2.1077,0.3144,1.7933,0.0252,0.13,,,,
676,25,2.1658,0.3335,1.8323,0.0252,0.13,,,,
677,36,2.0719,0.323,1.749,0.0254,0.13,,,,
678,11,2.0807,0.297,1.7837,0.0248,0.13,,,,
679,15,2.1433,0.3272,1.8161,0.0302,0.13,,,,
680,18,2.0977,0.3376,1.7601,0.0281,0.13,,,,
681,23,2.0944,0.3058,1.7886,0.0329,0.13,,,,
682,36,2.1615,0.3453,1.8162,0.0238,0.13,,,,
683,16,2.1037,0.3099,1.7938,0.0387,0.13,,,,
684,36,2.1352,0.3298,1.8055,0.0445,0.09,,,,
685,17,2.1001,0.3057,1.7944,0.0193,0.09,,,,
686,36,2.1452,0.3291,1.8161,0.0173,0.09,,,,
687,20,2.0666,0.3005,1.7661,0.015,0.09,,,,
688,15,2.0816,0.3101,1.7715,0.0123,0.09,,,,
689,25,2.0725,0.3329,1.7395,0.0108,0.09,,,,
690,29,2.1431,0.3769,1.7662,0.0094,0.13,,,,
691,22,2.1894,0.3607,1.8287,0.0123,0.13,,,,
692,21,2.2044,0.4037,1.8007,0.0194,0.13,,,,
693,36,2.1577,0.3772,1.7806,0.0161,0.13,,,,
694,11,2.2166,0.4136,1.8029,0.016,0.13,,,,
695,18,2.227,0.4116,1.8153,0.0286,0.13,,,,
696,14,2.1504,0.3503,1.8,0.0202,0.13,,,,
697,12,2.1691,0.4054,1.7636,0.023,0.13,,,,
698,15,2.2108,0.3987,1.8121,0.0144,0.13,,,,
699,36,2.1272,0.3653,1.7619,0.0121,0.13,,,,
700,14,2.1909,0.3878,1.8031,0.0227,0.13,,,,
701,16,2.2132,0.3993,1.8139,0.0248,0.13,,,,
702,36,2.1762,0.4107,1.7655,0.0206,0.13,,,,
703,14,2.2174,0.385,1.8324,0.0324,0.13,,,,
704,36,2.1787,0.3684,1.8103,0.0205,0.13,,,,
705,36,2.1419,0.3586,1.7833,0.0242,0.13,,,,
706,36,2.1403,0.3533,1.787,0.0173,0.13,,,,
707,36,2.1269,0.3471,1.7798,0.0176,0.13,,,,
708,13,2.0643,0.3158,1.7485,0.0183,0.13,,,,
709,29,2.1151,0.3525,1.7626,0.0217,0.13,,,,
710,15,2.1607,0.3314,1.8292,0.0241,0.13,,,,
711,20,2.1655,0.3862,1.7793,0.0252,0.13,,,,
712,14,2.1736,0.3778,1.7959,0.0221,0.13,,,,
713,17,2.1599,0.3764,1.7835,0.0344,0.13,,,,
714,13,2.2154,0.3945,1.8209,0.0343,0.13,,,,
715,14,2.1467,0.3626,1.7841,0.0214,0.13,,,,
716,15,2.1759,0.3607,1.8152,0.0244,0.13,,,,
717,21,2.1869,0.3942,1.7927,0.0273,0.13,,,,
718,21,2.1963,0.3783,1.818,0.0191,0.13,,,,
719,18,2.2382,0.4106,1.8276,0.0212,0.13,,,,
720,36,2.239,0.4042,1.8348,0.0175,0.13,,,,
721,29,2.2339,0.423,1.8109,0.0178,0.13,,,,
722,36,2.1695,0.3909,1.7786,0.0222,0.13,,,,
723,36,2.1535,0.3622,1.7913,0.0172,0.13,,,,
724,36,2.1562,0.3723,1.7839,0.0267,0.13,,,,
725,13,2.1637,0.4026,1.7611,0.0166,0.13,,,,
726,36,2.1631,0.3529,1.8101,0.0249,0.13,,,,
727,36,2.1747,0.3614,1.8134,0.0198,0.13,,,,
728,17,2.1865,0.3926,1.7938,0.0238,0.13,,,,
729,13,2.1798,0.3538,1.826,0.0203,0.13,,,,
730,15,2.1998,0.3883,1.8115,0.0187,0.13,,,,
731,15,2.204,0.3914,1.8126,0.0177,0.13,,,,
732,19,2.1788,0.3687,1.8101,0.0146,0.13,,,,
733,30,2.2121,0.3805,1.8317,0.016,0.13,,,,
734,19,2.1639,0.357,1.807,0.0124,0.13,,,,
735,26,2.1927,0.3745,1.8182,0.0157,0.13,,,,
736,36,2.1935,0.3646,1.8288,0.0213,0.13,,,,
737,16,2.1897,0.3309,1.8588,0.0223,0.13,,,,
738,36,2.1879,0.3753,1.8125,0.0228,0.13,,,,
739,18,2.234,0.4335,1.8005,0.0248,0.13,,,,
740,17,2.2438,0.4437,1.8001,0.0174,0.13,,,,
741,28,2.2225,0.4278,1.7947,0.0142,0.13,,,,
742,36,2.237,0.3934,1.8436,0.023,0.13,,,,
743,19,2.2424,0.4055,1.8369,0.0194,0.13,,,,
744,36,2.1464,0.366,1.7804,0.0163,0.13,,,,
745,13,2.1392,0.3533,1.786,0.0277,0.13,,,,
746,12,2.2065,0.403,1.8035,0.0181,0.13,,,,
747,36,2.1451,0.3572,1.788,0.0209,0.13,,,,
748,31,2.1377,0.3977,1.74,0.014,0.13,,,,
749,36,2.1923,0.3688,1.8234,0.0175,0.13,,,,
750,18,2.1476,0.4124,1.7353,0.0161,0.13,,,,
751,21,2.2159,0.4005,1.8154,0.022,0.13,,,,
752,18,2.2126,0.398,1.8146,0.0125,0.13,,,,
753,23,2.2313,0.4185,1.8128,0.0154,0.13,,,,
754,19,2.1505,0.4101,1.7404,0.0137,0.13,,,,
755,36,2.1403,0.3636,1.7767,0.013,0.13,,,,
756,24,2.212,0.4058,1.8061,0.0158,0.13,,,,
757,24,2.1838,0.3907,1.7932,0.019,0.13,,,,
758,36,2.2029,0.401,1.8019,0.0135,0.13,,,,
759,17,2.2064,0.4084,1.798,0.0226,0.13,,,,
760,36,2.1768,0.3811,1.7957,0.0179,0.13,,,,
761,14,2.2132,0.4336,1.7796,0.0162,0.13,,,,
762,14,2.2397,0.4517,1.7881,0.0169,0.13,,,,
763,28,2.2512,0.4392,1.812,0.0208,0.13,,,,
764,36,2.1958,0.4153,1.7804,0.0205,0.13,,,,
765,17,2.1819,0.4023,1.7796,0.027,0.13,,,,
766,36,2.2121,0.4297,1.7824,0.0164,0.13,,,,
767,13,2.1597,0.3599,1.7998,0.0233,0.13,,,,
768,15,2.1152,0.3393,1.7759,0.0193,0.13,,,,
769,20,2.1971,0.4036,1.7935,0.019,0.13,,,,
770,15,2.1618,0.3942,1.7676,0.0331,0.13,,,,
771,36,2.1652,0.3657,1.7995,0.0203,0.13,,,,
772,36,2.1655,0.3675,1.798,0.0292,0.13,,,,
773,36,2.192,0.3907,1.8013,0.0252,0.13,,,,
774,29,2.1877,0.3696,1.818,0.0238,0.13,,,,
775,36,2.2492,0.4146,1.8346,0.0112,0.13,,,,
776,15,2.1955,0.3899,1.8056,0.0166,0.13,,,,
777,11,2.1614,0.3978,1.7637,0.0168,0.13,,,,
778,17,2.2474,0.4208,1.8266,0.0141,0.13,,,,
779,15,2.2399,0.4439,1.796,0.0191,0.13,,,,
780,36,2.2594,0.4516,1.8078,0.0143,0.13,,,,
781,11,2.2215,0.4257,1.7958,0.0193,0.13,,,,
782,24,2.2078,0.423,1.7848,0.0226,0.13,,,,
783,36,2.1784,0.3631,1.8153,0.0153,0.13,,,,
784,13,2.2407,0.3872,1.8536,0.017,0.13,,,,
785,19,2.1733,0.38,1.7933,0.0155,0.13,,,,
786,19,2.1738,0.394,1.7798,0.0249,0.13,,,,
787,36,2.2017,0.3694,1.8323,0.0222,0.13,,,,
788,36,2.1995,0.3647,1.8349,0.0175,0.13,,,,
789,20,2.1922,0.375,1.8172,0.016,0.13,,,,
790,36,2.1704,0.3341,1.8364,0.0212,0.13,,,,
791,36,2.166,0.3347,1.8313,0.0235,0.13,,,,
792,20,2.1477,0.3604,1.7873,0.0261,0.13,,,,
793,22,2.1439,0.3651,1.7788,0.044,0.09,,,,
794,28,2.1802,0.3637,1.8165,0.0147,0.09,,,,
795,36,2.2415,0.397,1.8445,0.0265,0.09,,,,
796,13,2.2511,0.3724,1.8787,0.0148,0.09,,,,
797,36,2.2277,0.3909,1.8368,0.016,0.09,,,,
798,36,2.1498,0.3244,1.8254,0.0089,0.13,,,,
799,36,2.1366,0.3274,1.8091,0.0339,0.13,,,,
800,15,2.1393,0.322,1.8173,0.022,0.13,,,,
801,36,2.1275,0.3107,1.8168,0.0183,0.13,,,,
802,15,2.1036,0.3129,1.7907,0.0233,0.13,,,,
803,23,2.132,0.319,1.8131,0.017,0.13,,,,
804,36,2.1522,0.3213,1.8309,0.0196,0.13,,,,
805,22,2.1698,0.3287,1.8411,0.0212,0.13,,,,
806,11,2.1346,0.3318,1.8028,0.0169,0.13,,,,
807,36,2.1072,0.297,1.8102,0.019,0.13,,,,
808,27,2.2225,0.3095,1.913,0.016,0.13,,,,
809,21,2.1863,0.3576,1.8287,0.0237,0.13,,,,
810,36,2.1759,0.3074,1.8686,0.0111,0.13,,,,
811,22,2.1534,0.3126,1.8408,0.0151,0.13,,,,
812,36,2.0518,0.2811,1.7707,0.0259,0.13,,,,
813,36,2.0592,0.2739,1.7852,0.0086,0.2,,,,
814,36,2.1229,0.2807,1.8423,0.0245,0.2,,,,
815,9,2.1016,0.2734,1.8282,0.026,0.2,,,,
816,36,2.0889,0.2712,1.8177,0.0323,0.2,,,,
817,23,2.0993,0.2728,1.8265,0.0376,0.2,,,,
818,36,1.9905,0.214,1.7766,0.0296,0.2,,,,
819,36,2.0798,0.2752,1.8046,0.0351,0.2,,,,
820,36,2.1061,0.2523,1.8538,0.0372,0.2,,,,
821,13,1.9836,0.2257,1.7579,0.0345,0.2,,,,
822,36,2.0649,0.2357,1.8293,0.0328,0.2,,,,
823,26,2.1286,0.2965,1.8322,0.0393,0.2,,,,
824,17,2.0356,0.2519,1.7837,0.036,0.2,,,,
825,24,2.0734,0.2751,1.7983,0.0418,0.13,,,,
826,36,2.0795,0.2432,1.8364,0.021,0.13,,,,
827,19,2.0477,0.2589,1.7888,0.0124,0.13,,,,
828,36,1.997,0.2664,1.7305,0.0199,0.13,,,,
829,36,2.0558,0.2327,1.8231,0.0096,0.2,,,,
830,36,2.0611,0.2527,1.8084,0.0297,0.2,,,,
831,36,2.0018,0.1868,1.815,0.0439,0.13,,,,
832,27,2.0327,0.2423,1.7904,0.0208,0.13,,,,
833,36,2.0662,0.2647,1.8014,0.0259,0.13,,,,
834,16,2.0246,0.2395,1.7851,0.0161,0.13,,,,
835,17,2.0897,0.2643,1.8254,0.0144,0.13,,,,
836,36,2.038,0.2353,1.8028,0.0174,0.13,,,,
837,36,1.9739,0.2252,1.7486,0.0183,0.13,,,,
838,35,1.9813,0.2243,1.757,0.021,0.13,,,,
839,17,2.008,0.2405,1.7674,0.0291,0.13,,,,
840,27,2.0146,0.2544,1.7602,0.0213,0.13,,,,
841,23,2.0208,0.2604,1.7604,0.0195,0.13,,,,
842,24,2.0698,0.2681,1.8016,0.0143,0.13,,,,
843,22,2.0985,0.305,1.7935,0.0113,0.13,,,,
844,25,2.088,0.3104,1.7776,0.0185,0.13,,,,
845,36,2.1428,0.3203,1.8226,0.0231,0.13,,,,
846,18,2.0797,0.2955,1.7842,0.0179,0.13,,,,
847,36,2.0743,0.294,1.7803,0.0212,0.13,,,,
848,36,2.1095,0.3133,1.7963,0.0188,0.13,,,,
849,23,2.0876,0.3035,1.7841,0.0188,0.13,,,,
850,28,2.1552,0.3106,1.8445,0.0231,0.13,,,,
851,22,2.1985,0.3632,1.8353,0.0155,0.13,,,,
852,18,2.175,0.3507,1.8243,0.0272,0.13,,,,
853,36,2.1614,0.3263,1.8352,0.0116,0.13,,,,
854,16,2.1453,0.344,1.8013,0.0206,0.13,,,,
855,18,2.1502,0.3646,1.7856,0.0112,0.13,,,,
856,36,2.1462,0.3412,1.805,0.0198,0.13,,,,
857,36,2.1834,0.3528,1.8306,0.0282,0.13,,,,
858,36,2.1875,0.3679,1.8197,0.0279,0.13,,,,
859,15,2.2141,0.3741,1.84,0.0238,0.13,,,,
860,17,2.1783,0.3467,1.8317,0.0155,0.13,,,,
861,15,2.2202,0.3651,1.8551,0.0204,0.13,,,,
862,36,2.2024,0.3512,1.8512,0.0166,0.13,,,,
863,28,2.2187,0.382,1.8367,0.0151,0.13,,,,
864,12,2.1466,0.3474,1.7992,0.0121,0.13,,,,
865,15,2.1922,0.3519,1.8403,0.0189,0.13,,,,
866,24,2.181,0.3709,1.8101,0.0249,0.13,,,,
867,36,2.2392,0.3999,1.8393,0.0153,0.13,,,,
868,26,2.2388,0.4162,1.8227,0.0228,0.13,,,,
869,23,2.2484,0.4223,1.8261,0.017,0.13,,,,
870,36,2.2701,0.379,1.8912,0.0236,0.13,,,,
871,36,2.1665,0.3478,1.8187,0.015,0.13,,,,
872,29,2.1584,0.359,1.7994,0.0213,0.13,,,,
873,25,2.1562,0.3837,1.7725,0.022,0.13,,,,
874,36,2.2927,0.4467,1.846,0.0201,0.13,,,,
875,18,2.2562,0.4074,1.8488,0.0201,0.13,,,,
876,36,2.2045,0.4012,1.8033,0.022,0.13,,,,
877,36,2.2184,0.3899,1.8285,0.0167,0.13,,,,
878,23,2.2349,0.4349,1.8,0.0155,0.13,,,,
879,16,2.3265,0.4671,1.8594,0.0196,0.13,,,,
880,14,2.2715,0.4757,1.7958,0.0193,0.13,,,,
881,36,2.2356,0.4377,1.7979,0.0269,0.13,,,,
882,16,2.245,0.4431,1.8019,0.0132,0.13,,,,
